"ID","UPA","EventDate","Employer","Address1","Address2","City","State","Zip","Latitude","Longitude","Primary NAICS","Hospitalized","Amputation","Inspection","Final Narrative","Nature","NatureTitle","Part of Body","Part of Body Title","Event","EventTitle","Source","SourceTitle","Secondary Source","Secondary Source Title"
"20161110441","1153644",11/5/2016,"Kot Electrical Construction Inc.","25 Hackett Blvd",,"ALBANY","NEW YORK","12208",42.64,-73.78,"238210",1.00,0.00,"1189823","An employee was installing a circuit breaker on an existing panel. As the breaker made contact with the bus bar, an arc flash occurred, causing first degree burns on the employee's face and second degree burns on both arms.","1532","Second degree electrical burns","899","Multiple body parts, n.e.c.","5110","Direct exposure to electricity, unspecified","4417","Switchboards, switches, fuses",,
"20161110442","1153424",11/5/2016,"Brothers Produce of Austin","979 Springdale Road",,"AUSTIN","TEXAS","78702",30.26,-97.69,"424910",0.00,1.00,,"An employee was moving a cart in a warehouse when a nearby pallet that was being moved pushed the cart and smashed the employee's finger between the cart and a pole, amputating the left ring fingertip.","1311","Amputations","4422","Fingertip(s)","642","Compressed or pinched by shifting objects or equipment","871","Cart, dolly, hand truck-nonpowered","659","Structural elements, n.e.c."
"20161110443","1153847",11/5/2016,"U.S. Postal Service","2001 N Mattis Ave",,"CHAMPAIGN","ILLINOIS","61821",40.13,-88.27,"491110",1.00,0.00,"1190321","An employee was standing on a dock plate between a semi-trailer and the loading dock when the truck driver moved the trailer away from the dock. The employee fell to the ground and suffered a broken right leg.","111","Fractures","510","Leg(s), unspecified","4331","Other fall to lower level less than 6 feet","6692","Ramps, loading docks, dock plates","8421","Semi, tractor-trailer, tanker truck"
"20161110444","1158401",11/5/2016,"Pro Turf, Inc.","133 Hwy 407",,"WINONA","MISSISSIPPI","38967",33.47,-89.72,"237120",1.00,0.00,,"An employee was driving downhill to return a UTV (utility terrain vehicle) to a truck when he lost control and capsized, breaking 11 ribs.","111","Fractures","310","Chest, except internal location of diseases or disorders","2731","Jack-knifed or overturned, nonroadway","8619","Off-road passenger vehicles-powered, n.e.c",,
"20161110445","1153429",11/5/2016,"HMB Steel Corporation","4080 Pines Industrial Ave.",,"ROCKLEDGE","FLORIDA","32955",28.28,-80.70,"332312",1.00,0.00,,"An employee was lifting a gear box off of a motor when a plate clamp failed, allowing a metal plate to fall on his left hand and crush four fingers. He was hospitalized.","1971","Crushing injuries","4429","Finger(s), fingernail(s), n.e.c.","6239","Struck by falling object or equipment, n.e.c.","4829","Engine parts and accessories, n.e.c.",,
"20161110447","1156572",11/5/2016,"Sage Products, LLC","3909 Three Oaks Road",,"CARY","ILLINOIS","60013",42.21,-88.27,"339112",0.00,1.00,"1192537","An employee was attempting to feed foam through a jammed slitter when his left thumb was caught on a roller and pulled into the blade compartment. He suffered a left thumb amputation.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","6411","Caught in running equipment or machinery during maintenance, cleaning ","3599","Metal, woodworking, and special material machinery, n.e.c.",,
"20161110448","1154027",11/6/2016,"Easter Oil Well Service","CC4132 B#1 HM","15 miles n. of Rankin","RANKIN","TEXAS","79778",31.22,-101.94,"213112",0.00,1.00,,"While working on a derrick, an employee's right thumb was caught between a rotator and a stuffing box during a drilling process. The first digit of the employee's right thumb was amputated.","1311","Amputations","4429","Finger(s), fingernail(s), n.e.c.","640","Caught in or compressed by equipment or objects, unspecified","345","Derricks and related equipment",,
"20161110449","1154529",11/6/2016,"Mid-State Farmers COOp, Inc.","E HWY 4",,"OTIS","KANSAS","67565",38.58,-99.01,"424510",1.00,0.00,"1192020","An employee was picking up trash and putting it on the back of a truck. The employee rode on the back of the truck holding the trash while a coworker drove the truck to a dumpster a block away. The employee fell from the back of the truck to the road, suffering a head laceration and four broken ribs. The employee was hospitalized.","111","Fractures","310","Chest, except internal location of diseases or disorders","2636","Fall or jump from vehicle in normal operation, roadway","8429","Truck-motorized freight hauling and utility, n.e.c",,
"20161110450","1153693",11/6/2016,"SSA Cooper, LLC","5050 Propeller Dr. ","(Jaxport terminal in Blount Island)","JACKSONVILLE","FLORIDA","32206",30.35,-81.64,"488320",1.00,0.00,,"An employee was driving a car to be loaded on a cargo ship when he hit a light pole in the yard. He suffered body pain and a cut to the top of his left eye and possibly required back surgery.","1972","Soreness, pain, hurt-nonspecified injury","320","Back, including spine, spinal cord, unspecified","2729","Nonroadway collision with object other than vehicle, n.e.c.","8413","Automobile","6353","Lamp posts, street lights"
"20161110451","1154142",11/6/2016,"Farmers Cooperative Assoc.","3200 W. Bus. 20",,"STANTON","TEXAS","79782",32.09,-101.80,"424910",1.00,0.00,,"An employee was rolling up a tarp when his glove and arm became caught in the automatic roller. He suffered a right arm fracture.","111","Fractures","420","Arm(s), unspecified","6412","Caught in running equipment or machinery during regular operation","3499","Material and personnel handling machinery, n.e.c.","9111","Belts, gloves, neckties, scarves"
"20161110454","1153989",11/6/2016,"Associated Wholesale Grocers","63331 Old Military Rd.",,"PEARL RIVER","LOUISIANA","70452",30.34,-89.74,"424410",1.00,0.00,,"An employee was selecting cases in an aisle when he could not get his jack to respond. He then became pinned between a rack bar and the backrest on his equipment while still inside the cab, suffering a lacerated liver.","194","Internal injuries to organs and blood vessels of the trunk","330","Abdomen, except internal location of diseases or disorders","2721","Part of occupant’s body caught between vehicle and other object in nonroadway transport incident","8621","Forklift, order picker, platform truck-powered","2214","Racks-garment and other"
"20161110455","1153751",11/6/2016,"Western Extrusions Corporation","1735 SANDY LAKE ROAD",,"CARROLLTON","TEXAS","75006",32.96,-96.92,"331316",1.00,0.00,"1190381","An employee was troubleshooting the circuit of a photo eye. When he touched the photo eye, the material next to him moved forward and caught him between two pieces of aluminum material, breaking his ribs. He fell to the ground and suffered a contusion.","111","Fractures","310","Chest, except internal location of diseases or disorders","6411","Caught in running equipment or machinery during maintenance, cleaning ","350","Metal, woodworking, and special material machinery, unspecified",,
"20161110456","1153422",11/6/2016,"Comcast","6881 Moonlit Drive",,"DELRAY BEACH","FLORIDA","33446",26.45,-80.15,"238210",1.00,0.00,,"An employee was performing a service trouble call at a private residence. He went into the attic and put his hand down on a truss that had a live wire, suffering an electrical shock that required hospitalization.","193","Electrocutions, electric shocks","6","BODY SYSTEMS","5110","Direct exposure to electricity, unspecified","4411","Electrical wiring-building",,
"20161110457","1154957",11/7/2016,"Five Star Custom Foods","3709 E. First Street",,"FORT WORTH","TEXAS","76111",32.76,-97.29,"311991",0.00,1.00,"1192517","An employee was cleaning the surface of a grinding plate when the plate amputated a right-hand fingertip.","1311","Amputations","4422","Fingertip(s)","60","Contact with objects and equipment, unspecified","4429","Machine and appliance parts, n.e.c.",,
"20161110458","1154481",11/7/2016,"BrightView Landscape Services LLC.","East Panther Creek at Woodland Parkway",,"THE WOODLANDS","TEXAS","77381",30.17,-95.50,"561730",1.00,0.00,,"An employee was on the shoulder of the road and as he was retrieving parts from his work truck to repair an irrigation line a vehicle ran off the road and struck him. The employee received a contusion to his right leg and was hospitalized.","143","Bruises, contusions","510","Leg(s), unspecified","2432","Pedestrian struck by forward-moving vehicle on side of road","840","Highway vehicle, motorized, unspecified",,
"20161110459","1154751",11/7/2016,"Napoleon Spring Works, Inc.","111 Weires Dr.",,"ARCHBOLD","OHIO","43502",41.53,-84.30,"332612",0.00,1.00,"1192675","An employee was troubleshooting a press machine. The machine completed its cycle while the employee's hand was next to an air cylinder, partially amputating the employee's left middle finger and fracturing the left ring finger.","1311","Amputations","4420","Finger(s), fingernail(s), unspecified","6411","Caught in running equipment or machinery during maintenance, cleaning ","3569","Presses, except printing, n.e.c.",,
"20161110460","1154282",11/7/2016,"PLUMB HOUSE, INC.","30 Bill Delahunt Parkway",,"WEYMOUTH","MASSACHUSETTS","02188",42.20,-70.95,"236116",1.00,0.00,"1189852","An employee fell from a height and broke his left leg.","111","Fractures","510","Leg(s), unspecified","430","Fall to lower level, unspecified","9999","Nonclassifiable",,
"20161110461","1153876",11/7/2016,"Letterkenny Army Depot","ATTN: Safety Deparment","1 Overcash Avenue Building 370","CHAMBERSBURG","PENNSYLVANIA","17201",39.94,-77.65,"921190",0.00,1.00,,"An employee was stowing a jib crane when his right ring finger was caught and partially amputated between the crane's frame and the bump stop, requiring surgery.","1311","Amputations","4420","Finger(s), fingernail(s), unspecified","6412","Caught in running equipment or machinery during regular operation","3437","Cranes-other fixed or stationary cranes",,
"20161110462","1154093",11/7/2016,"STATE FARM","2165 W Fairview Ave",,"CARTHAGE","MISSOURI","64836",37.15,-94.35,"524128",1.00,0.00,,"An employee was assessing a customer's roof when the employee's ladder slid away, causing the employee to fall approximately 4 feet. The employee suffered four broken ribs and a scalp laceration.","111","Fractures","310","Chest, except internal location of diseases or disorders","4331","Other fall to lower level less than 6 feet","7420","Movable ladders, unspecified",,
"20161110463","1154049",11/7/2016,"Federal Mogul","6420 John Glenn Highway",,"CAMBRIDGE","OHIO","43725",40.01,-81.62,"336320",0.00,1.00,,"On November 7, 2016, an employee tripped and fell while picking up scrap buckets and stuck out the left hand to catch him/herself from falling. The employee's left hand entered a cut-out on a turning machine mechanism, amputating the middle fingertip.","1311","Amputations","4422","Fingertip(s)","4210","Fall on same level due to tripping, unspecified","6629","Floor, n.e.c.",,
"20161110464","1153844",11/7/2016,"Flowserve US Inc","AEP Cardinal Operating Company","306 County Road 7 East","BRILLIANT","OHIO","43913",40.26,-80.65,"238220",1.00,0.00,,"On November 07, 2016, an employee who had been servicing a circulating water pump began to feel ill. The employee sought treatment at a local hospital and was diagnosed with legionellosis.","2433","Influenza-novel","6","BODY SYSTEMS","5521","Inhalation of harmful substance-single episode","531","Bacteria",,
"20161110465","1154095",11/7/2016,"U.S. PIPE & Foundry Company","2023 SAINT LOUIS AVENUE",,"BESSEMER","ALABAMA","35020",33.41,-86.97,"331511",1.00,0.00,,"An employee was sand blasting parts when the sand blaster fell. As he tried to catch the sand blaster, it discharged into his left armpit, requiring hospitalization.","1972","Soreness, pain, hurt-nonspecified injury","41","Shoulder(s), including clavicle(s), scapula(e)","6242","Struck by discharged object or substance","9999","Nonclassifiable","7244","Sandblasters-powered"
"20161110466","1154365",11/7/2016,"Green Bay Packaging","2275 American Blvd",,"DE PERE","WISCONSIN","54115",44.42,-88.07,"322219",0.00,1.00,,"Two employees were changing out a belt on a piece of equipment. They locked out the machine and were pulling belts on a pulley. The first employee was aligning the belt around the next groove when the second employee manually gave the shaft another turn, trapping the first employee's finger under the belt and above the pulley. His left index fingertip was amputated.","1311","Amputations","4422","Fingertip(s)","642","Compressed or pinched by shifting objects or equipment","30","Machinery, unspecified",,
"20161110467","1154166",11/7/2016,"Miranda Construction ","5346 Hedge Lane Ter ",,"SHAWNEE","KANSAS","66203",39.04,-94.86,"238130",1.00,1.00,"1190332","An employee was operating a circular saw when it cut the employee's hand.","1311","Amputations","440","Hand(s), unspecified","6252","Injured by slipping or swinging object held by injured worker","7224","Saws-powered, except chainsaws",,
"20161110469","1154057",11/7/2016,"The Home Deport Supply Chain","22671 Pemberville Road",,"LUCKEY","OHIO","43443",41.45,-83.46,"493110",1.00,0.00,,"An employee was driving a powered industrial vehicle (PIV) when it struck a column. The employee's left leg was pinched and crushed between the column and the PIV.","1971","Crushing injuries","510","Leg(s), unspecified","2721","Part of occupant’s body caught between vehicle and other object in nonroadway transport incident","8620","Industrial vehicle, material hauling and transport-powered, unspecified","659","Structural elements, n.e.c."
"20161110470","1158198",11/7/2016,"Evans Landscpaing, Inc.","4229 Roundbottom Road",,"CINCINNATI","OHIO","45244",39.14,-84.33,"238910",0.00,1.00,,"An employee was working on a new recycler, when a piece of the recycler fell on and partially amputated the employee's middle finger.","1311","Amputations","4420","Finger(s), fingernail(s), unspecified","6233","Struck by object falling from vehicle or machinery-other than vehicle part","30","Machinery, unspecified",,
"20161110471","1154383",11/7/2016,"Bonner Carrington, LLC","2889  Reed Road",,"HOUSTON","TEXAS","77051",29.65,-95.38,"623990",1.00,0.00,,"The employee went to a 5-drawer office cabinet and pulled the top drawer open. The two drawers on the bottom came out at the same time the top drawer was open and the entire cabinet fell over and landed on the employee. The employee injured her hip and sustained lacerations to her legs and upper body.","1972","Soreness, pain, hurt-nonspecified injury","341","Hip(s)","6239","Struck by falling object or equipment, n.e.c.","2212","Cabinets, cases-display, storage",,
"20161110472","1154074",11/7/2016,"HP PELZER AUTOMOTIVE SYSTEMS, INC.","1884 Warrenton Hwy",,"THOMSON","GEORGIA","30824",33.44,-82.53,"336399",1.00,0.00,"1191561","An employee was performing maintenance work on an injection molding machine, attempting to unclog a valve, when pressure that built up behind the valve caused it to release hot nylon. The nylon burned the employee's right hand, requiring overnight hospitalization.","1520","Heat (thermal) burns, unspecified","440","Hand(s), unspecified","533","Contact with hot objects or substances","1759","Plastics, resins, n.e.c.","3534","Plastic injection molding machinery"
"20161110473","1153895",11/7/2016,"The Boeing Company","1 S Stewart Ave",,"RIDLEY PARK","PENNSYLVANIA","19078",39.87,-75.32,"336411",1.00,0.00,,"An employee was struck by a truck in the parking lot, suffering possible back and neck injuries.","10","Traumatic injuries and disorders, unspecified","9999","Nonclassifiable","2440","Pedestrian struck by vehicle in nonroadway area, unspecified","840","Highway vehicle, motorized, unspecified",,
